"","p-value","R-squared","p.valor_beta0","p.valor_B73_PvsB73_noP","p.valor_MICH_noPvsB73_noP","p.valor_MICH_PvsB73_noP","p.valor_Time","p.valor_TimexB73_P","p.valor_TimexMICH_noP","p.valor_TimexMICH_P","p.valor_Time2","p.valor_Time2xB73_P","p.valor_Time2xMICH_noP","p.valor_Time2xMICH_P","p.valor_Time3","p.valor_Time3xB73_P","p.valor_Time3xMICH_noP","p.valor_Time3xMICH_P"
"Zm00001eb129850",6.68615770056959e-11,0.721093130761702,2.65070186044924e-15,NA,NA,3.43459506176227e-11,NA,3.43256270574002e-09,0.0018618430630168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb129920",8.90356665829656e-08,0.62811219825709,6.39262557081403e-17,NA,0.805775327619173,1.94579825987111e-05,NA,2.167259203441e-05,NA,NA,5.8256672336875e-06,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb130850",3.21505746944206e-10,0.725327840565528,0.00125090447573633,NA,NA,NA,5.92419363582936e-11,NA,0.000607144436361064,NA,NA,1.6337246093139e-09,NA,1.88203607307665e-09,NA,NA,NA,NA
"Zm00001eb131430",2.72988130260909e-08,0.651157967707224,7.43305607483206e-11,NA,NA,NA,NA,NA,NA,NA,3.92145516384112e-09,2.05229576697317e-07,NA,2.54119194058723e-08,NA,NA,0.000898157208560401,NA
"Zm00001eb131440",2.80123836577642e-11,0.758972888232695,0.00967433694296821,NA,NA,NA,1.62951694415218e-12,NA,NA,NA,NA,2.36076608370547e-09,4.25142458282146e-05,2.56988599174298e-10,NA,NA,NA,NA
"Zm00001eb131750",2.27418904623015e-07,0.608701635195688,NA,NA,NA,NA,5.74366695059152e-09,NA,0.000660381002941751,NA,NA,NA,NA,6.38749103386578e-07,NA,2.41604733887052e-05,NA,NA
"Zm00001eb132020",2.25810606545566e-08,0.732381584575524,0.00201514434138342,0.303157614350128,0.733343047042274,0.836468453338507,NA,0.000169787571020904,NA,NA,1.54305470136839e-06,NA,NA,2.17875290195344e-05,NA,NA,0.00241553708409897,NA
"Zm00001eb132370",2.5853726362489e-08,0.62006799307209,0.00353698872081071,0.193963037178703,8.73581134127652e-06,0.00107822769157683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb134020",4.17388912409926e-08,0.671999951065942,2.50480117132189e-09,NA,0.000406417295045848,0.00055496192728554,NA,7.43196230629414e-09,NA,NA,NA,NA,NA,NA,3.79861520090939e-05,NA,NA,0.00426887867234917
"Zm00001eb134330",2.88332339677339e-07,0.603622656296966,2.14425047969109e-10,NA,NA,NA,NA,NA,NA,NA,1.74337471985837e-08,3.72931591519688e-06,NA,NA,NA,NA,0.00264564679970887,4.92622690399556e-07
"Zm00001eb134560",1.08731512599231e-06,0.605751478901673,0.0232755600094709,NA,NA,0.0293372635497024,9.55402348757e-07,NA,NA,NA,NA,0.000156666232175365,NA,NA,NA,NA,0.973834001792114,7.76961804543584e-05
"Zm00001eb134700",2.27785396047107e-08,0.708662905254844,1.00271960191921e-14,NA,0.00318433809339727,3.25058982147411e-07,NA,1.47195965994624e-07,0.00459468304174388,NA,NA,NA,0.0138228211144559,NA,0.00578071428803675,NA,NA,NA
"Zm00001eb135430",2.00970434032249e-09,0.746795291122705,9.92733379291109e-07,NA,NA,NA,NA,NA,0.0388280771189643,NA,NA,NA,0.000968546088123245,0.000899015463677945,NA,3.95403856101318e-07,0.000273456161353261,0.0220509161348
"Zm00001eb135770",1.34087832026289e-07,0.649760114748116,NA,NA,0.0695291676053283,NA,6.59513961979862e-08,NA,NA,NA,NA,1.33856280728291e-06,0.00952247602100381,1.69502086011321e-07,NA,NA,NA,NA
"Zm00001eb135940",7.92517890930142e-08,0.630450369941811,0.00372541938807028,NA,NA,NA,2.37573339352499e-09,NA,0.017536936159104,NA,NA,2.63610399055264e-05,NA,5.04713918096032e-06,NA,NA,NA,NA
"Zm00001eb137100",1.36744442935388e-07,0.619359135337208,5.33156470081616e-07,NA,NA,NA,NA,NA,NA,NA,3.70966715568021e-09,NA,2.65831426736444e-05,NA,NA,6.5826578842066e-07,NA,8.60434681431057e-08
"Zm00001eb137110",3.92105880960302e-10,0.722387635918661,NA,NA,NA,NA,NA,NA,NA,NA,1.89563407831977e-11,2.38659017841538e-09,1.51603266646625e-05,1.44126255157375e-09,NA,NA,NA,NA
"Zm00001eb137420",7.42456346347821e-10,0.684047353074879,9.80705640699338e-11,NA,NA,NA,NA,NA,0.00413464613671174,5.54238513843612e-10,NA,NA,NA,NA,NA,1.36134745767447e-07,NA,NA
"Zm00001eb137780",4.04422445061934e-09,0.654996715309247,3.78298043374767e-10,NA,0.00817576891844399,NA,0.000175057931467387,NA,NA,NA,0.00849401844121937,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb138280",2.34954218414513e-07,0.608008088982394,NA,NA,NA,NA,NA,NA,NA,NA,5.05170117254316e-09,2.10143822720451e-06,2.31691319313019e-05,3.2300454790912e-07,NA,NA,NA,NA
"Zm00001eb138650",3.52875998256355e-10,0.748641833327043,2.2571182698947e-21,NA,0.000358529897066975,2.06568870554095e-05,NA,NA,NA,NA,NA,3.33579031663892e-06,NA,NA,7.78264530473502e-09,NA,NA,0.00670992472439689
"Zm00001eb139500",1.66731276953082e-07,0.615241822112256,NA,NA,NA,NA,1.3898100774e-06,7.12696285438374e-05,NA,0.000655415185285923,NA,NA,0.792015251367091,NA,NA,NA,NA,NA
"Zm00001eb139700",2.27796951640897e-09,0.694871174472641,NA,NA,NA,NA,2.56807398066076e-10,NA,NA,NA,NA,1.04497183080945e-08,0.000239264790068083,7.57840146295106e-09,NA,NA,NA,NA
"Zm00001eb139920",1.70184312498532e-11,0.765308656489739,NA,NA,NA,NA,NA,NA,NA,NA,5.2063602353518e-13,1.66505169865858e-09,NA,3.6706823757781e-10,NA,NA,7.26677306087956e-06,NA
"Zm00001eb140320",1.12062006989727e-08,0.667530906721222,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62143612262825e-07,NA,NA,1.94505708395201e-10,NA,1.63938880351112e-06,1.73229911412414e-08
"Zm00001eb140540",3.45664805547685e-10,0.696323597225955,8.88378820983082e-11,NA,0.0346158555143157,NA,8.53647279250667e-05,NA,NA,NA,0.00561802997087081,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb140640",3.66055783607663e-08,0.645581746613388,2.83647460601072e-15,1.00208902785727e-07,8.10932464458215e-06,3.82734673433564e-07,NA,NA,NA,NA,NA,NA,0.000276146182639046,NA,NA,NA,NA,NA
"Zm00001eb141530",3.27432411550249e-09,0.688856115526113,2.84695410816169e-12,3.72665343171419e-09,1.30167171496292e-05,3.24408923728264e-09,NA,NA,0.00562187902918944,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb142630",5.45174921353923e-08,0.637861334385136,NA,NA,NA,NA,3.64108941145168e-09,NA,NA,NA,NA,2.34942366497056e-07,0.000309015358511,7.46931266860814e-08,NA,NA,NA,NA
"Zm00001eb142650",7.34309253341763e-12,0.775612706304086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19571024055569e-13,3.29448298913721e-11,2.42517238237556e-08,6.81627908982387e-11
"Zm00001eb143060",1.41481257938922e-08,0.663322819451986,1.88408451529505e-14,NA,NA,NA,NA,NA,NA,NA,NA,1.40602961240945e-07,0.000212345589825359,4.83937437667932e-08,5.60992656404422e-10,NA,NA,NA
"Zm00001eb144680",9.45776269125056e-11,0.766322854139139,NA,NA,NA,NA,0.790566463248573,NA,NA,NA,0.0174309989919133,2.29874980287004e-10,5.05629760372927e-05,1.56341024004565e-10,NA,NA,NA,NA
"Zm00001eb144790",3.398757530592e-07,0.600062175149201,8.87915417517327e-19,NA,NA,4.54195767426321e-07,NA,NA,0.032356768749438,NA,NA,0.0032322170428207,NA,NA,2.42458194059779e-06,NA,NA,NA
"Zm00001eb145070",3.44464191192242e-08,0.70158337910759,NA,NA,NA,NA,0.0595744408825008,NA,NA,NA,0.0322922869153116,3.3319585933642e-08,NA,9.51397801675548e-09,0.0489826512183769,NA,8.45829831379535e-06,NA
"Zm00001eb145080",5.67281290365868e-12,0.778683034152408,0.00017339839232168,NA,NA,NA,3.33419262446887e-13,NA,NA,NA,NA,4.7721286256426e-10,6.3584586353741e-05,3.22337942510528e-10,NA,NA,NA,NA
"Zm00001eb145390",6.73053986017422e-09,0.676544996793018,2.8721240328724e-12,NA,NA,NA,NA,NA,NA,NA,7.78104294688449e-10,7.91053689309239e-09,5.47566070355368e-05,7.57244258981327e-09,NA,NA,NA,NA
"Zm00001eb145680",7.71640205478374e-08,0.630984434795276,5.04046229476912e-18,NA,0.00228450304069808,2.54913743644974e-05,1.21553421091971e-07,NA,NA,NA,NA,NA,NA,NA,NA,0.0350087437777018,NA,NA
"Zm00001eb146780",2.01062835523678e-07,0.61131076048955,NA,NA,NA,NA,4.34996988152002e-09,NA,NA,NA,NA,1.51543929471431e-05,0.000628569403108987,1.71177058905372e-06,NA,NA,NA,NA
"Zm00001eb146910",2.22962675527629e-11,0.761895834796224,NA,NA,NA,NA,NA,NA,NA,NA,5.13120155094564e-13,4.5823331842104e-10,5.16920671287102e-08,5.75421896685662e-11,NA,NA,NA,NA
"Zm00001eb146920",2.8531927155197e-10,0.727080955861434,0.0152868691030516,NA,NA,NA,2.51021333959024e-11,NA,NA,NA,NA,1.17017966645902e-09,1.47510316287414e-06,2.19885156365554e-10,NA,NA,NA,NA
"Zm00001eb147710",7.15862118733393e-08,0.713135167759344,NA,0.037482306053602,0.734371630503612,0.680738730311826,NA,1.28801339479185e-05,NA,NA,2.38790294941028e-06,NA,0.00328543060472588,1.80499263453362e-05,NA,NA,NA,NA
"Zm00001eb147750",4.07184527673638e-09,0.685183581971654,2.07185848398515e-20,NA,0.000222325682622742,NA,8.12500849882716e-10,NA,NA,0.000928100504250706,NA,NA,NA,NA,NA,0.0213289484837674,NA,NA
"Zm00001eb147840",3.93801363303753e-08,0.644178603979593,3.63200034124049e-10,1.53874962189602e-06,NA,1.16423904809043e-06,NA,NA,0.320798406147833,NA,0.000149657485838628,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb148020",3.22981874808094e-11,0.779798325524696,NA,NA,NA,NA,0.7938994992942,NA,NA,NA,0.0147630443837642,8.03970170577996e-11,3.21896213957882e-05,3.15483966930444e-11,NA,NA,NA,NA
"Zm00001eb148310",1.62676959633728e-08,0.660776426690258,NA,NA,NA,NA,1.04753038473093e-09,5.06508978469753e-07,NA,NA,NA,NA,0.000295410030778783,3.69440433743914e-08,NA,NA,NA,NA
"Zm00001eb148590",8.86511110975922e-10,0.779409779466576,NA,0.202948020237983,0.450027123376401,0.199163767472592,2.6439108259893e-06,6.89062678842243e-05,0.0192476196049541,6.52664519851599e-05,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb149730",1.45226371049709e-08,0.69083577817449,1.11613189121486e-17,1.88687158315021e-08,0.000190288583727054,9.15987727934225e-09,NA,NA,0.0129737294517912,NA,NA,NA,0.0399558598654553,NA,NA,NA,NA,NA
"Zm00001eb149750",6.04194969930176e-08,0.635840684545876,0.00672885691122646,NA,NA,NA,3.55833881720055e-09,NA,NA,NA,NA,2.08580004957513e-06,1.11427322267536e-05,1.56200484884486e-08,NA,NA,NA,NA
"Zm00001eb149810",1.24601185071649e-09,0.704609483496522,NA,NA,NA,NA,2.30216068235707e-10,3.50486950433161e-08,1.59205332320501e-06,9.03702777835971e-10,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb151340",1.23153745501338e-09,0.704794890012799,NA,NA,NA,NA,NA,NA,NA,NA,3.97156545822529e-11,6.37608919011901e-09,NA,4.30178988427964e-09,NA,NA,5.6968070828557e-06,NA
"Zm00001eb151610",4.66769183190706e-08,0.640891515933923,0.00032052095391067,NA,NA,NA,3.68888741571554e-09,NA,NA,NA,NA,5.46683173496335e-08,5.94500855290428e-05,5.24362566196391e-08,NA,NA,NA,NA
"Zm00001eb151650",8.04728714775043e-12,0.774512839005248,NA,NA,NA,NA,NA,NA,NA,NA,5.85920857147893e-13,2.47911851544896e-11,4.65524374129245e-07,2.10670272195343e-11,NA,NA,NA,NA
"Zm00001eb151740",8.59365168696427e-09,0.672256274983115,6.58142161122116e-07,NA,0.0044206697063329,NA,0.000682529378342476,NA,0.0346099196217491,NA,0.00834549979439674,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb152010",1.85323384081863e-07,0.643313985422208,6.81999741973696e-15,NA,0.0745246568418654,9.30819872725452e-06,NA,6.93981433311768e-07,0.0439736790735868,NA,NA,NA,NA,NA,0.00037334452449338,NA,NA,NA
"Zm00001eb152090",4.50241661461277e-10,0.720320933573805,2.02344391071934e-11,0.000620944623322116,0.499265058832214,0.000110383054949292,3.99608065094124e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb152460",5.10009530772096e-08,0.639165817806899,NA,NA,NA,NA,NA,NA,NA,NA,2.70905719324845e-09,6.55444597478995e-08,5.39556295862533e-05,6.55444597479007e-08,NA,NA,NA,NA
"Zm00001eb153630",2.07160805721733e-07,0.610679569982021,NA,NA,NA,NA,NA,NA,NA,NA,1.0185535587365e-08,7.29830917655869e-07,NA,1.07495783907375e-07,NA,NA,9.15267185211263e-05,NA
"Zm00001eb153660",7.95112871187865e-08,0.630384918410782,NA,NA,NA,NA,5.88606148005077e-09,NA,NA,NA,NA,1.08886526637307e-06,0.00274808681282806,2.84941061632409e-07,NA,NA,NA,NA
"Zm00001eb154620",6.67909218134033e-11,0.747505098192443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35392799055412e-13,5.06152140263887e-09,1.67882909741093e-08,1.87850277891126e-10
"Zm00001eb154650",1.09133453200268e-11,0.829850336942909,0.00704281227033681,0.136477386644023,0.191084118334912,0.26902213597512,NA,NA,NA,7.91874826139739e-06,3.49267022513203e-07,1.90116607321676e-05,NA,NA,NA,NA,0.0336406667465735,NA
"Zm00001eb155260",1.72003320084768e-07,0.61459112975338,0.0186873230900462,NA,NA,NA,1.09075220578643e-08,NA,0.00034408262775332,NA,NA,4.29354272259848e-07,NA,2.00157098096332e-07,NA,NA,NA,NA
"Zm00001eb155480",2.26485403260965e-07,0.60878905788504,7.30093745663338e-10,NA,0.00646504421999493,7.58943244462047e-08,NA,5.11724555321886e-07,NA,NA,NA,NA,NA,NA,0.00109000741566534,NA,NA,NA
"Zm00001eb155660",7.58101358268757e-07,0.613739358840436,5.24440890451195e-13,NA,0.651872448844406,NA,NA,7.95217128903534e-08,0.0460959414691413,NA,NA,NA,NA,5.48512853164381e-08,0.000235274596911183,NA,NA,NA
"Zm00001eb156470",9.95880019606639e-08,0.625847846476478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.52144615862317e-09,1.24929117342718e-06,1.08660868324669e-05,2.1398089838739e-07
"Zm00001eb156680",2.00188644260556e-07,0.611402722270482,0.0366957048326407,NA,NA,NA,NA,NA,NA,NA,6.16579740314515e-09,3.72351698488154e-06,NA,6.94561705557566e-07,NA,NA,0.00058874964832981,NA
"Zm00001eb156830",3.37938338424347e-07,0.600186497070527,1.72784123179308e-06,NA,NA,NA,NA,6.48410241782786e-05,0.679017755657944,0.000574662620500299,2.84382056595558e-06,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb156930",3.77470508242194e-08,0.644992724256836,5.89874964971676e-18,NA,NA,6.47627603557188e-09,NA,7.49419495929589e-07,0.0270326191804903,NA,NA,NA,NA,NA,0.00148763944872497,NA,NA,NA
"Zm00001eb157030",7.75970453661978e-10,0.649657956153839,NA,NA,9.35345411745574e-07,6.78666450717079e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb157070",1.22213523654371e-07,0.621671575103659,0.0036275112895955,NA,NA,NA,8.51660539473185e-09,NA,NA,NA,NA,0.000885155998814271,NA,0.000128639637948781,NA,NA,0.0260364380338878,NA
"Zm00001eb157270",2.3706106929004e-08,0.653807651683244,1.06569385244938e-14,0.000688000326847177,0.148569801572992,2.32963091368897e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000943064905378489,NA,NA,NA
"Zm00001eb157280",3.00409057436129e-07,0.602737518915927,5.51250094762733e-06,NA,0.00276769699497385,NA,7.76028432359992e-07,1.05522131261051e-06,NA,1.57298584674722e-07,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb157810",9.31021566069668e-15,0.842692755486755,NA,NA,NA,NA,NA,NA,NA,NA,3.4701286357369e-16,NA,6.92533024125017e-09,NA,NA,8.0526150767621e-14,NA,6.0859882462954e-14
"Zm00001eb158010",1.8738458374633e-09,0.668503686485075,5.02648576211842e-06,NA,0.00180677546733924,0.000452239664167224,NA,0.000357460436557493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb158030",1.02413096430267e-07,0.625280081859542,NA,NA,NA,NA,3.84077281940264e-09,NA,NA,NA,NA,0.000128118051391252,0.00731670854835107,1.01379970274083e-05,NA,NA,NA,NA
"Zm00001eb158530",8.10735484320696e-09,0.67328392699689,0.0121928625525974,NA,NA,NA,NA,NA,NA,NA,4.84706033281569e-10,5.25054696482315e-08,NA,NA,NA,NA,0.000515841256659959,6.36908043304907e-08
"Zm00001eb158540",1.63509728699104e-08,0.660682909622733,0.0110404111367071,NA,NA,NA,1.21830020955059e-09,NA,NA,NA,NA,2.58554990340602e-08,4.90642196805166e-05,2.48537910190748e-08,NA,NA,NA,NA
"Zm00001eb159000",2.58743640675386e-13,0.831188713175098,NA,NA,NA,NA,0.301894328758681,NA,NA,NA,0.0300988330906518,3.23080404378794e-12,4.66216757721881e-05,1.31975173438315e-12,NA,NA,NA,NA
"Zm00001eb159290",6.26756612414062e-09,0.677784785233113,NA,NA,NA,NA,1.79936638177435e-10,NA,0.00133276828805749,3.78490239761028e-07,NA,1.98358423841409e-05,NA,NA,NA,NA,NA,NA
"Zm00001eb160170",1.00827759145247e-08,0.638226324653468,6.45275425704334e-20,NA,0.00737947191799061,0.0162288580819748,1.41465272234056e-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb160210",1.8744516068973e-11,0.764093891865915,0.000315110293415413,NA,NA,NA,7.79760837839231e-13,NA,0.000255816589083056,NA,NA,1.47619189301656e-08,NA,3.26684825571709e-10,NA,NA,NA,NA
"Zm00001eb160550",2.12072942145597e-12,0.81049584912248,9.5684339152354e-15,0.000384559904368486,NA,2.06004635718562e-12,NA,NA,0.029188377139162,NA,2.27868158678392e-07,NA,NA,NA,NA,0.00939741307472141,NA,NA
"Zm00001eb160830",2.14234933225189e-07,0.640385356614752,1.50437885187896e-05,0.00875426234917251,0.000247097090242814,NA,9.89323775738434e-07,NA,NA,NA,NA,NA,NA,5.27398157917489e-07,NA,0.00199474429323253,NA,NA
"Zm00001eb161390",8.90350877494743e-09,0.671629749004883,0.00477674765644318,NA,1.5791165977133e-06,NA,0.0287905149723297,NA,0.000193806329030981,NA,NA,NA,0.00219632189460672,NA,NA,NA,NA,NA
"Zm00001eb161400",3.81802293735943e-10,0.722783902473874,NA,NA,1.4151317626946e-08,NA,0.189547511568887,NA,5.68419730444354e-06,NA,NA,NA,0.000146902520483262,NA,NA,NA,NA,NA
"Zm00001eb161410",1.29958664159835e-08,0.664862673690251,0.00167638802047628,NA,2.1665242785062e-06,NA,0.0261572576406364,NA,0.000229642208528977,NA,NA,NA,0.00235869493451582,NA,NA,NA,NA,NA
"Zm00001eb161480",1.95798908695614e-09,0.697345009108677,0.00535676666259516,NA,NA,NA,1.72056396360105e-10,NA,NA,NA,NA,7.27337493832911e-09,5.02298035020904e-05,3.72153421793065e-09,NA,NA,NA,NA
"Zm00001eb161500",2.8981787335508e-07,0.603511911830542,0.0315004919991189,NA,NA,NA,9.55862431758174e-09,NA,NA,9.14134802561921e-07,NA,6.85396767431181e-06,NA,NA,NA,NA,0.000128101985793154,NA
"Zm00001eb162400",9.41692808130504e-10,0.734564989044241,1.14430403939799e-13,0.0203191027773997,0.728047092425208,1.07094233206664e-05,3.80584810222402e-08,NA,NA,NA,NA,0.141490223754719,NA,NA,NA,NA,NA,NA
"Zm00001eb162470",2.20128968921504e-07,0.60939353408205,0.000884485209544051,NA,NA,NA,5.42180753025852e-08,2.92628363724326e-06,0.0173271985585179,NA,NA,NA,NA,4.32129705106771e-07,NA,NA,NA,NA
"Zm00001eb162620",1.92538327666759e-08,0.65767567945455,0.0136069335765575,NA,NA,NA,NA,NA,NA,NA,4.40404374565903e-10,NA,NA,8.86979502658507e-06,NA,4.97091475703925e-06,0.000472258558962453,NA
"Zm00001eb162710",1.01783144799891e-08,0.669251679894791,0.000410497440378298,NA,NA,NA,1.9392202212404e-09,NA,NA,NA,NA,2.51825760370813e-08,0.000754175609898013,2.38637506347334e-08,NA,NA,NA,NA
"Zm00001eb162720",1.7977746731516e-09,0.698731088651864,NA,NA,NA,NA,2.56152131292377e-10,4.08161671471755e-09,2.62610648694047e-05,NA,NA,NA,NA,7.07569631966898e-09,NA,NA,NA,NA
"Zm00001eb162760",1.4784315030627e-08,0.66252265326404,0.0222333924174955,NA,NA,NA,1.52288251647084e-09,NA,NA,NA,NA,1.33561293213139e-07,NA,1.66416415184954e-08,NA,NA,0.000371588830543853,NA
"Zm00001eb162770",1.00523094563355e-10,0.765533205271332,NA,NA,NA,NA,0.874766046453221,NA,NA,NA,0.00936068410704831,NA,4.84766469513226e-09,4.52909976822968e-10,NA,3.01571754784958e-11,NA,NA
"Zm00001eb162990",2.13351470829496e-07,0.610056458129665,1.11689270253542e-05,NA,NA,NA,NA,NA,NA,NA,6.04078081200942e-09,2.82002222115131e-07,NA,5.25365365348053e-07,NA,NA,2.72261766336057e-05,NA
"Zm00001eb163000",6.09212994696845e-09,0.678277302838066,4.90562375202717e-08,3.75815342736062e-07,0.519576121034108,3.54634372498522e-07,NA,NA,NA,NA,NA,NA,NA,NA,0.00664845741367128,NA,NA,NA
"Zm00001eb163020",2.78845127740258e-08,0.650757536547349,0.00138020604978704,NA,NA,NA,4.83814169507781e-09,6.96179577178146e-08,0.00110522107583032,NA,NA,NA,NA,1.38123720447645e-07,NA,NA,NA,NA
"Zm00001eb163940",5.37989314996244e-08,0.638121302839114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000137627784869623,NA,1.63485457600691e-09,1.36022113623748e-07,NA,9.89615594423265e-08
"Zm00001eb164040",3.67626578304565e-10,0.72334593148591,NA,NA,NA,NA,2.43725995971354e-11,3.95144718290982e-07,NA,2.22360930329131e-09,NA,NA,4.49067922623529e-05,NA,NA,NA,NA,NA
"Zm00001eb164070",2.77215169474986e-08,0.650868170329967,NA,NA,NA,NA,8.78826091724195e-09,NA,0.00294831239790494,2.14947996605928e-07,NA,3.93007494673615e-08,NA,NA,NA,NA,NA,NA
"Zm00001eb164350",3.08622390619307e-09,0.689845225898991,0.00259003478975462,NA,NA,NA,2.00835064505422e-10,NA,NA,NA,NA,0.00011292689728616,NA,1.15715339211879e-08,NA,NA,4.14588373519019e-05,NA
"Zm00001eb164960",2.72763301874973e-17,0.8845538897189,NA,NA,NA,NA,NA,NA,NA,NA,9.68475467049739e-19,2.21064018778941e-15,NA,2.82573851690095e-15,NA,NA,9.64725101845753e-10,NA
"Zm00001eb165000",7.20898447191682e-08,0.632341528561897,NA,NA,NA,NA,NA,NA,NA,NA,2.3654736867942e-09,1.49043200476425e-05,NA,6.28970167753414e-06,NA,NA,0.00255455042886688,NA
"Zm00001eb165040",6.81210033045043e-10,0.714035843225911,NA,NA,NA,NA,1.11330222348726e-09,5.08546175232882e-08,NA,NA,NA,NA,0.0146605395013382,2.93839460583565e-09,NA,NA,NA,NA
"Zm00001eb165310",1.43850040098639e-07,0.618311581975643,NA,NA,NA,NA,2.99202726967461e-08,NA,NA,1.80829323382507e-07,NA,4.35942187974679e-06,0.00439650661344792,NA,NA,NA,NA,NA
"Zm00001eb165460",2.57675586120231e-07,0.606037027461415,2.91315868719527e-14,0.000116707001397136,0.963640238520785,1.00698433849539e-06,NA,NA,NA,NA,NA,NA,NA,0.00371660595356954,NA,NA,NA,NA
"Zm00001eb165870",4.77071008379929e-09,0.682486869721946,1.91267474625638e-12,NA,4.65239614398851e-05,NA,NA,1.80667289739777e-09,NA,4.54212312914219e-09,3.02918559038381e-07,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb166340",4.18355846992721e-08,0.610429377861309,5.58160592615486e-12,NA,8.50766082281585e-08,4.15036832006627e-08,NA,NA,NA,NA,NA,0.00390105426228241,NA,NA,NA,NA,NA,NA
"Zm00001eb166770",5.52749110058189e-10,0.717225509650457,3.00184663947029e-05,NA,NA,NA,8.67707529200441e-12,NA,NA,NA,NA,2.76429857948852e-07,8.58855586668421e-07,4.81800196691245e-09,NA,NA,NA,NA
"Zm00001eb167100",2.13005443176256e-11,0.784802247045984,NA,NA,NA,NA,0.770820776427033,NA,4.03748894121788e-06,NA,0.0171885579118566,4.06807780702124e-11,NA,3.52874834047371e-11,NA,NA,NA,NA
"Zm00001eb167660",6.74045278749673e-08,0.600630169597126,2.22371339944732e-14,7.64335998975286e-06,0.75484178829682,2.57611999240347e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb167710",6.4451884323371e-09,0.677299218335284,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.26242201269256e-07,NA,NA,1.05315373559806e-10,NA,3.02596872856874e-06,1.40562294004477e-08
"Zm00001eb167720",3.13493453147723e-08,0.648539633344999,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5940369237065e-06,NA,NA,5.76785133051399e-10,NA,1.99955461039955e-05,5.94714703009943e-08
"Zm00001eb167910",6.488607692893e-08,0.663773338090933,1.10332721608659e-08,0.00456720197708032,0.000303340299771442,NA,2.91850994635622e-05,NA,NA,4.41751539996066e-08,NA,0.00598870409003696,NA,NA,NA,NA,NA,NA
"Zm00001eb168200",8.87471500109676e-09,0.604262030819607,0.0221664895482566,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0193133706457922,NA,NA,NA,0.000763388276263886,NA
"Zm00001eb168830",3.32292322134931e-07,0.600552666335645,8.53193359342817e-05,4.88818725888771e-07,0.00320822443472412,4.33056152784492e-07,0.0100980020156909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb169280",1.09774774656684e-06,0.605537570249312,1.20470579689588e-19,NA,0.000118400240599507,0.01103524116953,NA,NA,0.00123775517585712,NA,NA,0.000202201973227041,0.00467482777987748,NA,NA,NA,NA,NA
"Zm00001eb169370",3.09800645716146e-10,0.698042499150597,4.15082466407925e-18,NA,0.0132475151571975,NA,3.27322109042493e-11,NA,NA,NA,NA,NA,NA,NA,NA,0.0321823287696775,NA,NA
"Zm00001eb169510",2.11518260981173e-09,0.696085517863451,0.000523567720295633,NA,NA,NA,3.05736480449397e-10,NA,0.000705733381121459,NA,NA,8.85196582023685e-09,NA,7.50753993902336e-09,NA,NA,NA,NA
"Zm00001eb169670",1.71684175221453e-08,0.659788089388663,0.00748484983348552,NA,NA,NA,6.09607024186261e-10,NA,NA,NA,NA,5.85267861517253e-08,1.26345369535654e-05,3.34950034546554e-08,NA,NA,NA,NA
"Zm00001eb170050",1.15500661612834e-13,0.838498087007658,NA,NA,NA,NA,0.358421603052859,NA,NA,NA,0.0114547070318766,4.29715503220585e-13,1.78087964684566e-08,1.19985551128992e-13,NA,NA,NA,NA
"Zm00001eb170060",3.0254716543529e-11,0.780591821938386,NA,NA,NA,NA,0.435237892800316,NA,NA,NA,0.0353917703305116,1.76296135260567e-10,2.38868868608101e-06,2.54524097989376e-11,NA,NA,NA,NA
