"","p-value","R-squared","p.valor_beta0","p.valor_ControlvsPhosphorus","p.valor_Time","p.valor_TimexControl","p.valor_Time2","p.valor_Time2xControl","p.valor_Time3","p.valor_Time3xControl"
"Zm00001eb022360",5.87300873866425e-22,0.844047365433885,NA,NA,NA,NA,0.00313925907220385,0.000844038317951397,0.0124299620513303,0.00211655932348815
"Zm00001eb022390",4.02417922561773e-07,0.662915588817889,8.5760485038454e-09,0.013655932191756,NA,NA,0.000341505814354058,NA,0.000802382996058154,NA
"Zm00001eb022400",0.0018038740448061,0.385286273082787,1.22739528278282e-21,NA,NA,NA,0.00481044038284815,NA,NA,NA
"Zm00001eb022460",NA,4.1365436395644e-15,0.00867050573021779,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb022520",0.0134600945496572,0.270150731559356,0.0158640733159764,NA,NA,NA,0.0286146574071059,NA,NA,NA
"Zm00001eb022560",NA,0,0.0370987874295308,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb022640",NA,0,0.00867050573021774,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb022660",0.000136845793743963,0.519451133732064,9.1136416203268e-15,NA,0.000599276234269677,NA,0.000760021610938295,NA,NA,NA
"Zm00001eb022720",9.12802710275655e-06,0.703731414067821,1.77270481691706e-09,0.0142977905872018,NA,0.00844153568539763,0.0153431615669123,0.00845014907213225,0.0285479478149064,NA
"Zm00001eb022780",5.63351208328208e-06,0.658789044885779,0.0177820994696442,NA,0.0334431723157911,0.00789966850691345,0.0163177771274755,0.00517958874092432,NA,0.00430433407550578
"Zm00001eb022790",NA,0,0.00867050573021774,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb022860",1.37605042814417e-09,0.664591184236382,4.90133239015035e-21,NA,NA,NA,1.23711768027462e-05,NA,NA,NA
"Zm00001eb022900",0.000104471902386233,0.507568096391552,NA,NA,NA,NA,NA,0.0113068827071207,NA,0.0138438240240962
"Zm00001eb022920",6.96913103124349e-07,0.635832233896238,0.000150165897527758,NA,6.30146334243122e-05,0.0364361793319951,NA,NA,NA,NA
"Zm00001eb022950",4.13977159782797e-10,0.745846024110148,0.0204565630697373,NA,0.00162205517005775,NA,0.0188457141393909,NA,NA,NA
"Zm00001eb022970",4.27913536729369e-19,0.773087475423089,NA,NA,NA,0.000173847012950397,2.04293207829329e-05,NA,NA,NA
"Zm00001eb022980",6.36044832720154e-07,0.630094558798864,1.13476288852577e-15,NA,NA,NA,4.40141906975017e-05,0.0180501339893901,NA,NA
"Zm00001eb022990",0.000152349399756751,0.443639327721729,1.35148338565088e-06,NA,NA,NA,0.000892495989588569,NA,NA,NA
"Zm00001eb023090",0.000312352564957081,0.48317629056202,0.00664299362270887,NA,0.00582092978079896,NA,0.01848974747099,NA,NA,NA
"Zm00001eb023160",3.9548676526703e-07,0.641847463910623,1.83535624814333e-16,NA,NA,NA,0.007557891289583,NA,0.0326634471477559,NA
"Zm00001eb023200",NA,0,0.0370987874295308,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb023210",1.71495956991995e-09,0.701891084228163,1.69233848821737e-11,NA,NA,NA,0.000219950932317056,0.000208197816459763,NA,NA
"Zm00001eb023230",1.30964852804266e-06,0.663827190344726,6.58241251155622e-14,NA,NA,NA,0.000181152811099749,0.0314189350203182,NA,NA
"Zm00001eb023280",0.000112545172980613,0.558566991299351,8.63314172353758e-13,NA,0.00414583365347537,NA,0.0140704429707822,NA,NA,NA
"Zm00001eb023320",NA,2.64690779091612e-16,0.0208100914160739,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb023340",0.000156446232853165,0.54261617485724,0.0343283925955921,NA,NA,NA,NA,0.00250170177536953,NA,NA
"Zm00001eb023410",0.0137040666665352,0.331221933949099,NA,NA,0.0233058733252023,NA,NA,NA,0.0298493776995743,NA
"Zm00001eb023450",6.2751934014297e-06,0.575120326127213,1.67019960218818e-10,NA,0.00298179075847634,NA,0.0142648923415017,NA,NA,NA
"Zm00001eb023470",NA,0,0.00867050573021774,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb023500",0.000663964774367367,0.506348166969905,3.25002949389842e-08,NA,0.00147166108580421,NA,0.00190714942447492,NA,NA,NA
"Zm00001eb023510",2.86613838915565e-07,0.602735882613462,1.08524856195228e-22,NA,NA,NA,6.41667073690927e-05,NA,NA,NA
"Zm00001eb023540",2.06702443245102e-10,0.708357098145871,1.15313538493436e-08,NA,NA,NA,4.93289514391064e-05,0.00330029201969384,NA,NA
"Zm00001eb023590",0.000330586771737045,0.438513801936589,7.24490307670587e-17,NA,NA,NA,0.00200953318867505,NA,NA,NA
"Zm00001eb023600",0.00324222924446066,0.428907557343826,2.48607083299329e-15,NA,NA,NA,0.00243835905263151,0.00827829032024998,NA,NA
"Zm00001eb023650",0.000360956468505533,0.605900086220901,1.12871563732392e-09,NA,0.00891549853770757,0.00426935125824885,0.00809139846624187,0.0096192718166377,NA,NA
"Zm00001eb023680",4.25444630339162e-07,0.639030726619155,2.81191100780291e-07,NA,NA,NA,0.00274406913059856,NA,0.0106309848227558,NA
"Zm00001eb023740",1.01723207703841e-06,0.665735201647011,1.18740163817791e-11,NA,NA,NA,0.000323565302125557,0.0382940269083077,NA,NA
"Zm00001eb023750",NA,2.64690779091612e-16,0.0208100914160739,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb023840",NA,0,0.000312411747234551,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb023850",6.38604430049307e-05,0.594844492019381,5.23253842092388e-12,NA,NA,0.0011198189037338,NA,0.00477622915698676,NA,0.0129036549430324
"Zm00001eb023920",0.00422107661735367,0.332637636207104,7.91211439513564e-17,NA,NA,NA,0.00868716464137582,NA,NA,NA
"Zm00001eb023930",0.000390662462929718,0.404708257914127,1.31534504780686e-12,NA,0.00178397172077468,NA,NA,NA,NA,NA
"Zm00001eb023950",1.50588339489165e-05,0.580568134271359,6.37933478290897e-26,NA,NA,0.0274146803496094,NA,NA,0.000184233794818402,NA
"Zm00001eb024130",2.62248998703245e-09,0.716384665408473,2.15405639250387e-20,NA,NA,NA,0.000298089492680865,NA,0.00128720078881797,NA
"Zm00001eb024150",0.00215567673782112,0.349606422197571,NA,NA,NA,NA,0.0100931693055838,NA,NA,NA
"Zm00001eb024170",NA,1.81004408634156e-15,0.00419678380224761,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb024230",0.000427215953931086,0.441057609020479,1.0041045106012e-21,NA,NA,NA,0.00201994337265653,NA,NA,NA
"Zm00001eb024240",3.61099374511809e-07,0.668039431143085,4.11800222944234e-13,NA,4.52185127519291e-05,0.0216732432095136,NA,NA,NA,NA
"Zm00001eb024330",5.43698691945216e-08,0.67500309276315,6.02792364463643e-18,NA,NA,NA,0.000328943105372925,NA,0.00117418959217675,NA
"Zm00001eb024390",1.34372908736971e-06,0.650482036152959,5.8742245962164e-07,NA,NA,0.0293774417896056,0.00083253768968156,0.00522789609899899,NA,NA
"Zm00001eb024430",2.73960329241344e-18,0.790987511943567,2.32597962686128e-06,0.00137602351391074,NA,NA,0.000672256503151237,NA,0.00634163329035715,NA
"Zm00001eb024520",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb024550",0.000220935177651691,0.606063658651571,1.59179165528337e-20,0.00176141177403138,NA,0.00260555845513552,0.0153190569190618,0.00880090761992538,NA,NA
"Zm00001eb024580",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb024610",1.4037149329334e-07,0.69075199782105,4.09648073591849e-16,2.24913630290833e-05,NA,0.00010262428806471,NA,0.000244494303178901,NA,NA
"Zm00001eb024620",0.0123601970316768,0.349798757562121,2.77843474826575e-20,NA,NA,NA,NA,0.0124177199060633,NA,0.0148282649725941
"Zm00001eb024680",0.000143978807428274,0.487989660852431,0.019986173941419,NA,0.00224553854235069,NA,NA,NA,0.0133071574586163,NA
"Zm00001eb024710",0.000206235639790449,0.580398335318208,3.12055505532662e-05,NA,NA,NA,0.016684366110543,NA,NA,NA
"Zm00001eb024790",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb024820",0.00133312375638881,0.40026039088278,7.74680363890352e-08,NA,0.00595084650066633,NA,NA,NA,NA,NA
"Zm00001eb024840",NA,0,0.00134645502659589,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb024860",NA,3.52372235962893e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb024890",0.000335068436160087,0.432441368468927,1.72078499028456e-14,NA,0.00162534042357143,NA,NA,NA,NA,NA
"Zm00001eb024960",1.5592657478108e-10,0.730808945223879,2.79304829816364e-19,NA,NA,NA,0.00129234295627786,NA,0.00791640589545251,NA
"Zm00001eb025000",0.000181977748919767,0.477251583998318,NA,NA,NA,NA,0.0220898022408269,NA,0.0250533410583268,NA
"Zm00001eb025070",6.71226163843857e-06,0.615613612338605,1.4082316456398e-10,NA,0.00275320262037834,NA,NA,NA,0.0433898133135108,NA
"Zm00001eb025090",NA,0,0.00867050573021772,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb025100",1.24062098856612e-06,0.602226646136709,0.00011934028741131,NA,0.000964882464186933,NA,0.00499930195873101,NA,NA,NA
"Zm00001eb025140",4.02996690999939e-12,0.760076666656348,4.08821339984657e-25,NA,1.77147367193117e-06,NA,NA,0.0224322642091161,NA,NA
"Zm00001eb025160",1.33112680121848e-28,0.92009738150663,9.49393710203745e-10,0.0181638329030371,NA,0.00909386042557971,0.000147791843088257,0.0045433767610487,0.000286744262395632,0.00279344583757791
"Zm00001eb025190",2.67990668926575e-07,0.66012094721079,2.06337886155245e-14,NA,NA,NA,0.00018816234648945,NA,NA,0.00376439004267163
"Zm00001eb025220",9.50469924390196e-07,0.60735170330558,0.00655823027730781,NA,0.000721464410267538,0.00185615049983066,NA,0.00210097706136106,NA,NA
"Zm00001eb025380",NA,0,0.00867050573021774,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb025400",1.64347027981592e-13,0.784414676826765,5.31936719405572e-06,NA,NA,NA,0.000169228247944575,NA,0.00113789305836278,NA
"Zm00001eb025450",0.000202570810611892,0.463997266683575,NA,NA,0.00431563555021443,NA,NA,NA,NA,NA
"Zm00001eb025480",0.00033082328647871,0.474781316829394,5.83738825406566e-12,NA,NA,NA,0.00189630264161548,0.00392423520209941,NA,NA
"Zm00001eb025490",6.40602706064603e-18,0.857715111860002,0.0140871621887917,NA,7.34234644769266e-05,NA,0.000217384454667633,0.00680317832950794,0.000639708583828869,0.00982480241483856
"Zm00001eb025540",0.000103898700213475,0.480342446535899,2.60003821905536e-12,NA,NA,NA,0.000683019328073718,NA,NA,NA
"Zm00001eb025550",6.2736670328053e-07,0.591650509254334,3.99615452857379e-14,NA,5.27092773133011e-05,NA,NA,NA,NA,NA
"Zm00001eb025570",9.14175477350469e-06,0.579391261378311,0.0106872052869522,NA,NA,NA,0.00257827980254699,NA,NA,0.00479511586618262
"Zm00001eb025640",1.85699328027445e-06,0.617155569422922,3.81640023905136e-11,NA,0.000743641136785862,NA,0.00317743569213207,NA,NA,NA
"Zm00001eb025710",0.000585183082315259,0.45556521357525,7.52728604933768e-07,NA,0.0052811409373631,NA,0.0153172904957317,NA,NA,NA
"Zm00001eb025720",1.48884083716513e-07,0.632262454059174,NA,NA,NA,NA,0.00553794820369834,NA,0.0153745903380062,NA
"Zm00001eb025740",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb025770",2.18532476475836e-11,0.771247398414908,0.0345766117815364,0.0310716555165532,0.0152915115593157,0.029561231435044,0.0307438428731391,0.0427038321727525,NA,NA
"Zm00001eb025790",0.00013399915865972,0.45045926808969,NA,NA,NA,NA,0.00200879486842745,NA,NA,NA
"Zm00001eb025830",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb025880",3.00985849384899e-22,0.871254411148878,9.51452537649441e-08,NA,0.00118810458222094,0.00631782297746321,0.00374872580877891,NA,0.00673908177321423,NA
"Zm00001eb025890",0.000348199850938449,0.512336900056452,3.37958857878785e-09,NA,0.00889659441295131,NA,0.0296908828761616,NA,NA,NA
"Zm00001eb025950",NA,4.1365436395644e-15,0.00867050573021779,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb025970",8.91783600070645e-27,0.870345245259306,NA,NA,NA,3.4093558831998e-06,NA,3.35369211166362e-05,NA,NA
"Zm00001eb025980",9.39630843375185e-08,0.654936902463286,NA,NA,0.000761990237760439,0.0114369585504743,NA,NA,NA,NA
"Zm00001eb026050",0.00053585495655798,0.47360751593149,3.60602953301502e-10,NA,0.00987808922354783,NA,0.0293866608404605,NA,NA,NA
"Zm00001eb026090",2.28783201738273e-07,0.645777498515456,NA,0.000264678327908539,NA,0.0025367697666653,NA,NA,NA,NA
"Zm00001eb026100",NA,6.1399431815524e-16,0.00111340045037405,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb026120",0.000572052011849706,0.592813513442981,5.53791339527173e-17,0.0311184492738479,NA,0.0388352242933158,0.0392645025017958,0.036626652098239,NA,NA
"Zm00001eb026130",0.00851546376481991,0.439255920763565,NA,0.0333005313002359,NA,NA,NA,NA,0.0415502443914412,0.0426998410498298
"Zm00001eb026220",1.0635191429914e-05,0.597503336032237,0.00636633382708434,NA,0.000393184777503122,NA,0.00114573857976869,NA,NA,NA
"Zm00001eb026440",0.00100266990210539,0.49499427097467,NA,NA,NA,0.0441249553413503,0.00868441446914875,NA,NA,NA
"Zm00001eb026480",NA,3.06410639967733e-15,0.00867050573021792,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb026530",0.00182064917929548,0.458247605371541,0.00237730806464831,NA,NA,NA,NA,0.0145311287744875,NA,NA
"Zm00001eb026580",NA,4.1365436395644e-15,0.00867050573021779,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb026670",0.007729272483309,0.352922595816248,2.31999008084671e-06,NA,NA,NA,0.00982454574542099,NA,NA,NA
"Zm00001eb026680",2.75000424538455e-24,0.87905633612064,3.98209144435189e-09,NA,0.000135965033000853,0.00368135523145205,NA,NA,NA,NA
"Zm00001eb026690",0.000640814941976136,0.395639547217888,9.51482710644116e-05,NA,0.00715716093760457,NA,NA,NA,NA,NA
"Zm00001eb026700",0.000496759111705436,0.52245001295934,0.000164842944589314,NA,0.00933510346635688,NA,0.00678296023961749,NA,0.00651700411776538,NA
"Zm00001eb026770",0.000871646224706493,0.45672600020263,4.37080209387037e-12,NA,NA,NA,0.00210174220300436,0.00502210462677594,NA,NA
"Zm00001eb026790",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb026800",0.000541029044111031,0.488711483752878,2.32941098757498e-05,NA,0.00397599819205721,NA,0.0101065695934029,NA,NA,NA
"Zm00001eb026830",0.000153518261786961,0.490235467211508,9.85766287590322e-10,0.0151183699295562,NA,NA,0.0124008644893044,NA,NA,NA
"Zm00001eb026890",0.000357326946373025,0.403476093806406,NA,NA,0.00102451959489368,NA,0.000911846563538917,NA,NA,NA
"Zm00001eb026900",8.9662905103807e-08,0.622162693701327,0.0369783119759758,NA,2.51442814198372e-05,NA,2.61944955362025e-05,NA,NA,NA
"Zm00001eb027020",8.99740759987749e-11,0.738183200350468,0.000103057251285852,NA,7.93297308237935e-06,NA,NA,0.0438761567230873,NA,0.020251936256306
"Zm00001eb027100",0.000165364330118333,0.504137729177362,6.91151107229777e-15,NA,0.000768353108069308,NA,0.000695810981617699,NA,NA,NA
"Zm00001eb027250",0.000432038081450436,0.473105619489399,0.0301170055682977,NA,0.0339176573589523,NA,0.0202024628192316,NA,0.0149026490157925,NA
"Zm00001eb027280",7.59823846675413e-07,0.64531357724032,NA,0.00539738924374812,0.000430963047276626,NA,0.00084497225241908,NA,NA,NA
"Zm00001eb027330",7.03394217452392e-06,0.732379133511105,NA,0.0379399388963113,0.0157411080969511,0.0215082061847542,0.0105602420398045,0.0188176556154692,0.00789663467107474,0.0181658581564851
"Zm00001eb027380",NA,0,0.0294959389700923,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb027390",2.55238700494994e-15,0.790539708694369,0.000357759738772139,NA,0.000227436753509352,NA,0.00575966999089957,NA,NA,NA
"Zm00001eb027410",NA,0,0.00867050573021776,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb027430",2.64242520608079e-06,0.572898428041932,0.00898683500679623,NA,NA,NA,NA,NA,0.0053966070942544,NA
"Zm00001eb027510",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb027590",5.02895228788532e-06,0.604632917682997,1.06082509543633e-13,NA,0.00144174275868042,NA,0.0059966787839128,NA,NA,NA
"Zm00001eb027650",NA,6.0334802878052e-16,0.00419678380224768,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb027700",9.94766137040738e-08,0.661183836440111,4.12097539068419e-05,NA,0.000248363051166572,NA,8.56191201537638e-05,0.00949497822877972,NA,NA
"Zm00001eb027740",1.39994647303953e-09,0.713631938956688,1.38758412128819e-14,NA,NA,NA,1.49875960395712e-05,0.00165635585844994,NA,NA
"Zm00001eb027760",3.11798862040956e-07,0.572529672772267,1.3294881848696e-16,NA,NA,NA,5.74705317350444e-05,NA,NA,NA
"Zm00001eb027840",7.34004197996423e-07,0.748072963150743,3.39886720230979e-06,0.0305292173017698,NA,0.0168908308728504,0.0283718530396445,0.0143159596568871,0.0165365811964213,0.0125937655102415
"Zm00001eb027890",NA,0,0.0138911087337139,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb027900",2.05378061469464e-08,0.690256613839923,3.56957210373033e-14,NA,NA,NA,0.000125844777735968,NA,NA,0.00870188654007848
"Zm00001eb027920",5.60273378189619e-08,0.620595101706757,6.23520395796623e-11,NA,NA,NA,3.46388385918985e-05,NA,NA,NA
"Zm00001eb027940",2.45514839040202e-05,0.53710498517156,0.00015267717675412,NA,0.000107248648830209,NA,NA,NA,NA,NA
"Zm00001eb027950",4.8984882651131e-09,0.707156842694161,5.42386357079363e-13,NA,8.70362969222487e-05,NA,0.000453041102212432,NA,NA,NA
"Zm00001eb027970",NA,0,1.03513414681934e-11,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb028010",5.3876736325528e-07,0.619292652972505,NA,NA,0.003602219646162,NA,0.0229924746334359,NA,NA,NA
"Zm00001eb028030",7.13714461541263e-05,0.556417424662965,1.2062091404207e-20,NA,NA,NA,0.0002125272751949,0.0239563589472528,NA,NA
"Zm00001eb028060",1.49469223365976e-06,0.627011639190844,1.17774958896287e-12,NA,0.00175341046462976,NA,0.00895334697904983,NA,NA,NA
"Zm00001eb028090",NA,4.1365436395644e-15,0.00867050573021779,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb028160",2.72833455749257e-06,0.550080699636201,0.000511107665056888,NA,0.00470707237581863,NA,0.0276598846909518,NA,NA,NA
"Zm00001eb028170",7.48958160750556e-06,0.596970756989951,2.71863174480265e-14,NA,0.00601917338094517,NA,0.0291731292971328,NA,NA,NA
"Zm00001eb028210",3.55202251496123e-08,0.729846214380695,1.43024772346202e-09,0.021869792578631,NA,0.0167096671022071,0.000348067932346084,NA,0.00119720950256379,NA
"Zm00001eb028220",7.32868252520531e-05,0.498879539865187,5.10821468887602e-13,NA,0.000666252241964075,NA,NA,NA,NA,NA
"Zm00001eb028350",0.000953109589387575,0.429267504360657,2.7861377674374e-07,NA,0.0406094118561367,NA,0.0139409258723155,NA,NA,NA
"Zm00001eb028370",1.89141538535337e-06,0.663166296753408,4.42669542279809e-20,NA,NA,0.000339353019087405,0.00305002599431248,NA,NA,NA
"Zm00001eb028470",NA,4.1365436395644e-15,0.00867050573021779,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb028510",9.79030673248895e-11,0.781116662486032,8.90543230272864e-19,0.00340462587347388,NA,0.00645370101800975,0.00263114193868429,0.00984626004216153,NA,NA
"Zm00001eb028610",7.03191310880048e-10,0.712412835001923,NA,NA,NA,NA,6.66017890711298e-05,NA,NA,0.0331636933175767
"Zm00001eb028650",NA,0,0.00867050573021774,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb028830",NA,3.06410639967733e-15,0.00867050573021792,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb028850",1.643105093249e-05,0.564194651737515,NA,NA,0.000730728705812073,NA,NA,NA,NA,NA
"Zm00001eb028860",2.86646714567973e-09,0.748761298063993,3.88304595971295e-06,NA,NA,NA,0.0021011157658098,NA,0.014954253716243,0.0170607092845447
"Zm00001eb028900",0.000116972751369259,0.515904178133478,1.24520026928192e-18,0.000951257124838089,NA,0.013985554553904,NA,0.0392377167321716,NA,NA
"Zm00001eb028910",2.02385475216659e-07,0.686874684201665,1.78508022814504e-17,0.00400427694437069,NA,0.0191562633283851,NA,0.0329091397012603,NA,0.0429538216910961
"Zm00001eb028930",0.000224883784973776,0.46338128665356,5.58446877429216e-27,NA,NA,NA,0.0012289548820753,NA,NA,NA
"Zm00001eb028990",8.22356676788544e-06,0.585923542884517,2.08234702781866e-19,NA,NA,NA,0.0169988316859308,0.00477337929237975,NA,0.0108574591083238
"Zm00001eb029030",0.0131147057382772,0.347421427673288,NA,NA,NA,NA,0.0429704861797686,NA,NA,NA
"Zm00001eb029060",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb029210",1.20062443169568e-10,0.744652725879587,0.00213908038101844,NA,NA,NA,0.00297508454374278,0.00184400123340493,NA,NA
"Zm00001eb029220",4.69656599476343e-06,0.539127793787324,4.39170230229947e-21,NA,NA,NA,0.000266993399299994,NA,NA,NA
"Zm00001eb029240",NA,3.6769276796128e-15,0.00867050573021788,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb029260",NA,0,0.0219354062354792,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb029300",0.000597616774039813,0.507769606570872,NA,0.0023596098194374,NA,0.0137971408195857,NA,0.0184069551033353,NA,NA
"Zm00001eb029410",6.41084709586472e-05,0.587257096279958,3.30797161836785e-17,NA,NA,NA,NA,NA,0.00949136680482269,0.0006680940446215
"Zm00001eb029450",0.01793418760458,0.285936009530244,0.0368527035138189,NA,NA,NA,NA,0.0315803402721791,NA,NA
"Zm00001eb029470",9.1591505131234e-05,0.547679630475009,1.88768820142994e-08,NA,NA,NA,0.00898545964460077,NA,0.0254716828738888,NA
"Zm00001eb029520",3.46764705527583e-12,0.762626853014033,1.6332723077086e-26,NA,NA,0.00602253940916609,9.11158797085721e-07,NA,NA,NA
"Zm00001eb029530",1.08750795415518e-11,0.780449093702256,3.0216880929525e-14,NA,NA,NA,0.00181295167049372,0.00520577077986889,0.0175799396582896,NA
"Zm00001eb029540",8.66443052170324e-06,0.598059155998418,5.16139096340224e-19,0.00310568460768426,NA,NA,0.0200436081016748,NA,NA,NA
"Zm00001eb029550",1.30950515586529e-06,0.625302911028318,6.11457574684734e-18,NA,NA,NA,0.00615746165612909,NA,0.0238275737224017,NA
"Zm00001eb029590",5.45790154931956e-09,0.657859156717269,3.24459420950526e-05,NA,0.00485181789159408,NA,0.0231725862499166,NA,NA,NA
"Zm00001eb029610",3.46522938965424e-07,0.618676812759076,2.06295538114387e-10,NA,0.00107443558369417,NA,0.00471316739226253,NA,NA,NA
"Zm00001eb029770",0,0.999999957153171,9.67662008800693e-07,3.85858578793424e-06,3.70975795474221e-06,0.000135288753324868,5.28046253606443e-05,0.00106690132799766,0.000297335692403052,0.00385972246201111
"Zm00001eb029940",7.48891110341433e-07,0.70881846082341,0.00164610125990639,NA,0.028614172261163,0.0244904306713655,0.0319384171684959,0.0198952456246008,0.0225441156751144,NA
"Zm00001eb029980",7.50196369967543e-12,0.761135286320674,6.72001194838149e-06,NA,NA,0.010704355335586,0.00174268502612087,0.0109853292383419,0.00530041108598673,0.0166517131966948
"Zm00001eb030010",0.00558809648786097,0.315337871274262,1.00746323135669e-12,NA,0.00856633925350378,NA,NA,NA,NA,NA
"Zm00001eb030030",0.00112367572580041,0.417062243404332,NA,NA,NA,NA,NA,0.00974003269230419,NA,0.0102981590715609
"Zm00001eb030150",0.0120691050732413,0.278539583074959,NA,NA,NA,0.0397475799037797,NA,0.0220525390895598,NA,NA
"Zm00001eb030190",2.58579982788516e-13,0.760080083051154,2.67791902910966e-05,NA,NA,NA,3.10712538926251e-05,0.00414607235707571,NA,NA
"Zm00001eb030240",2.94909241652057e-05,0.523955337834139,0.012841211108815,NA,NA,NA,0.000677441888037738,NA,NA,NA
"Zm00001eb030340",NA,8.04464038374026e-16,0.00419678380224766,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb030380",2.56626125097101e-05,0.471480593342674,0.000564318092880864,NA,NA,NA,0.000580043599566167,NA,NA,NA
"Zm00001eb030420",0.000169241448873404,0.578436313822515,7.8803449870819e-13,0.043222888652251,0.00712443308807312,NA,0.0142065119657152,NA,NA,NA
"Zm00001eb030540",NA,2.64690779091612e-16,0.0208100914160739,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb030550",7.1829081961639e-06,0.581088239669874,7.7454538683752e-06,NA,0.000137243662061554,NA,NA,NA,NA,NA
"Zm00001eb030600",0.000146865856955843,0.508768441116551,2.6554210092683e-17,NA,NA,NA,0.00117725909834139,0.0123257764406811,NA,NA
"Zm00001eb030620",3.16310095597365e-06,0.619167876044571,2.12609738748635e-10,NA,NA,NA,NA,0.000600406903223915,NA,0.00152212484328126
"Zm00001eb030650",7.39039120225812e-07,0.560527740934392,NA,NA,NA,NA,0.00679726739968903,NA,0.0203504975932519,NA
"Zm00001eb030700",NA,0,0.0370987874295307,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb030730",1.85272286832977e-09,0.684269375892479,4.49109929838026e-07,NA,2.94820095972526e-05,NA,NA,NA,NA,0.0199433852181883
"Zm00001eb030740",7.34079718650245e-08,0.677855016321171,NA,NA,8.25150787966967e-05,NA,NA,NA,NA,0.0123348697829705
"Zm00001eb030780",0.000772946824035086,0.375979637625013,2.50325166210377e-18,NA,NA,NA,0.00341473444004779,NA,NA,NA
"Zm00001eb030930",0.000679361825758576,0.420133056228678,2.66447834588086e-13,NA,NA,NA,0.00216605340189734,NA,NA,NA
"Zm00001eb030970",4.17393912149835e-09,0.703472769720847,6.89467602474571e-16,NA,2.93297106833812e-05,NA,NA,NA,NA,0.0141816023186417
"Zm00001eb030990",1.12256560799066e-07,0.625672494560511,5.63835989223442e-12,NA,3.02578715679766e-05,NA,NA,NA,NA,NA
"Zm00001eb031030",NA,0,0.00867050573021776,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb031040",0.000116782864944872,0.460412584806654,1.75917810427338e-12,NA,0.000554938287637199,NA,NA,NA,NA,NA
"Zm00001eb031050",NA,0,0.0370987874295308,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb031100",3.11152714796589e-12,0.778988006200308,5.23736446407929e-05,NA,0.000186848216784215,0.0399636006520868,0.00289899769243772,NA,NA,NA
"Zm00001eb031140",0.0224810594730239,0.254309382786219,NA,NA,NA,NA,NA,NA,NA,0.037468490375943
"Zm00001eb031200",NA,1.33260212715838e-15,0.0493618049025875,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb031270",7.76782123240607e-07,0.605050440764889,9.00224320948989e-18,NA,NA,NA,0.000110728377213806,NA,NA,NA
"Zm00001eb031290",7.75088417421758e-05,0.573899316054556,0.00127380731573467,NA,0.0154293258501074,NA,0.0234715604956924,NA,0.0288882171832346,NA
"Zm00001eb031330",0.000172750289894431,0.473398682859058,4.92333123873124e-20,NA,NA,NA,NA,NA,0.00154390719309826,NA
